STA_SEQ,Station_Name,Proximity_Landmark,Municipality_Name,ADB_SegmentID,YLat,XLong,sbas_no
15311,GE-Plainville,at ground water remediation discharge DS woodford rd,PLAINVILLE,INTO_CT5200-00_06,41.6725,-72.8538,5200
15312,Beaver Brook,Downstream bridge at 55-123 Beaver Brook Road,LYME,CT4803-00_01,41.409952,-72.329059,4803
15313,Harris Brook,at Mouth (within Walden Preserve),SALEM,CT4801-00_01,41.4733,-72.2851,4801
15314,"Eightmile River Unnamed tributary to (""PV Brook"")",at trail crossing off MacIntosh Road (Pleasant Valley Preserve),LYME,CT4800-15_01,41.4155,-72.3396,4800
15315,Burnham Brook,Upstream mouth (Within Burnham Brook Preserve off Dolbia Hill Road),EAST HADDAM,CT4800-08_01,41.4603,-72.3343,4800
15316,Gages Brook,at footbridge on Tolland Agricultural Center Property,TOLLAND,CT4503-01_01,41.8571,-72.4248,4503
15317,Bladens River (Bladdens River),100 meters downstream Legion Pool dam,SEYMOUR,CT6919-00_02,41.3988,-73.0531,6919
15318,Quinnipiac River,at Pine/Woodford Ave,PLAINVILLE,CT5200-00_06,41.6706,-72.8522,5200
15319,Nod Brook,DS Route 10,AVON,CT4317-00_01,41.8158,-72.8294,4317
15320,Nod Brook,US Footbridge and Pond in Nod Brook FCA,AVON,CT4317-00_01,41.8197,-72.8245,4317
15321,Hemingway Creek,Upstream 50 meters Eastern Street In Housing Project,NEW HAVEN,CT5200-23_01,41.3162,-72.8764,5200
15322,Mount Hope River,first pull off downstream Tower Road/Mount Hope Road,MANSFIELD,CT3206-00_01,41.8231,-72.1721,3206
15323,Blackledge River,DS Converse Road,BOLTON,CT4707-00_01,41.7687,-72.4538,4707
15324,Blackledge River,500 DS Downstream Deming Road,BOLTON,CT4707-00_01,41.7518,-72.4454,4707
15325,Terry Brook,Downstream footbridge Green manor Park,ENFIELD,NOSEG,41.9889,-72.5119,4200
15326,Seidel,at discharge location,WATERBURY,INTO_CT****,41.5985,-73.0607,6900
15327,East Branch Willow Brook,at Evergreen Road,CROMWELL,CT4600-27_trib_01,41.6117,-72.6827,4600
15328,West Branch Willow Brook,at Evergreen Road,CROMWELL,CT4600-27_01,41.6133,-72.6861,4600
15329,Willow Brook,at Willow Brook Road,CROMWELL,CT4600-27_01,41.61,-72.6861,4600
15330,Willow Brook,at Cromwell Hills Apartment Driveway Crossing,CROMWELL,CT4600-27_01,41.6059,-72.6847,4600
15331,Webster Brook,at Route 174,NEWINGTON,CT4603-00_01,41.6724,-72.7527,4603
15332,Webster Brook,at Belden Street,NEW BRITAIN,CT4603-00_01,41.6678,-72.7547,4603
15333,Webster Brook,at Deming Road,BERLIN,CT4603-00_01,41.6405,-72.7421,4603
15334,Rockhole Brook,at Stonehenge Drive,NEWINGTON,NOSEG,41.6595,-72.7483,4603
15335,Sawmill Brook,at Country Club Road,MIDDLETOWN,CT4604-00_01,41.5646,-72.7471,4604
15336,Sawmill Brook,at Atkins Street,MIDDLETOWN,CT4604-00_01,41.5689,-72.7389,4604
15337,Sawmill Brook,at Sawmill Road,MIDDLETOWN,CT4604-00_01,41.5719,-72.7324,4604
15338,Sawmill Brook,at Boardman Lane,MIDDLETOWN,CT4604-00_01,41.579,-72.7237,4604
15339,Sawmill Brook,at Smith Street,MIDDLETOWN,CT4604-00_01,41.5841,-72.7191,4604
15340,Sawmill Brook,at Roscommon Drive,MIDDLETOWN,CT4604-00_01,41.5909,-72.7152,4604
15341,Coles Brook,at Evergreen Road,CROMWELL,CT4600-22_01,41.6147,-72.695,4600
15342,Coles Brook,at North Road Extension,CROMWELL,CT4600-22_01,41.6105,-72.6969,4600
15343,Coles Brook,at Christian Hill Road,CROMWELL,CT4600-22_01,41.6067,-72.6979,4600
15344,John Hall Brook,upstream Edgewood Road,BERLIN,CT4600-05_02,41.5806,-72.8198,4600
15345,John Hall Brook,at Orchard Road,BERLIN,CT4600-05_02,41.5888,-72.8144,4600
15346,John Hall Brook,at Southington Road (Rte 364),BERLIN,CT4600-05_01,41.602,-72.8054,4600
15347,Stocking Brook,at Brooke Meadow Road,BERLIN,CT4600-01_01,41.6097,-72.7992,4600
15348,Stocking Brook,at Reservoir Road,BERLIN,CT4600-01_01,41.6135,-72.8019,4600
15349,Stocking Brook,at Park Drive,BERLIN,CT4600-01_02,41.5724,-72.8127,4600
15350,Stocking Brook,at Heritige Drive,BERLIN,CT4600-01_02,41.5827,-72.8061,4600
15351,Stocking Brook,at Orchard Road,BERLIN,CT4600-01_02,41.5898,-72.801,4600
15352,Stocking Brook,at #151 Chamberlain Highway,BERLIN,CT4600-01_02,41.6002,-72.7993,4600
15353,Stocking Brook,at Southington Road (Rte 364),BERLIN,CT4600-01_02,41.6026,-72.798,4600
15354,Coles Brook,at Gas pipline access,CROMWELL,CT4600-22_01,41.6318,-72.6713,4600
15355,Coles Brook,at Route 3,CROMWELL,CT4600-22_01,41.6296,-72.677,4600
15356,Mount Hope River,at Pole #1114 0.5 miles ds elizabeth road,MANSFIELD,CT3206-00_01,41.7918,-72.1753,3206
15357,Sasco Brook,at Wakeman Lane,FAIRFIELD,CT7109-00_01,41.1457,-73.3012,7109
15358,Great Brook,at Morehouse Lane,FAIRFIELD,CT7109-06_01,41.1603,-73.3018,7109
15359,Mill River,between Lake Mohegan and Samp Motar Reservoir,FAIRFIELD,CT7108-00_02a,41.2,-73.2554,7108
15360,Rooster River,at Route 1,FAIRFIELD,CT7106-00_01,41.1762,-73.223,7106
15361,Rooster River,at Westwood Road,FAIRFIELD,CT7106-00_01,41.1933,-73.2323,7106
15362,Rooster River,at Rooster River Boulevard,BRIDGEPORT,NOSEG,41.2074,-73.2279,7106
15363,West Branch Saugatuck River,at Cavalry Road,WESTON,CT7203-00_01,41.178,-73.3742,7203
15364,West Branch Saugatuck River,at mouth Glendenning Parking Lot,WESTPORT,CT7203-00_01,41.1718,-73.3643,7203
15365,West Branch Saugatuck River,at Old Mill Road and Cobb's Mill Inn,WESTON,CT7203-00_01,41.2088,-73.3889,7203
15366,West Branch Saugatuck River,at 21 Lakeside Drive,WESTON,CT7203-00_01,41.2221,-73.3843,7203
15367,Vyncolit (Rogers),at final effluent for CT0003379-002,MANCHESTER,CT4500-12_02-INTO,41.7957,-72.5178,4500
15368,Saugatuck River,at Camp Mohackeno Boat Dock,WESTPORT,CT7200-00_01,41.1629,-73.3675,7200
15369,Saugatuck River,at Weston Road past Lyons Plain Road,WESTPORT,CT7200-00_02,41.1756,-73.3619,7200
15370,Saugatuck River,at Keene Park Parking Lot,WESTON,CT7200-00_02,41.1927,-73.3617,7200
15371,Saugatuck River,at Cartbridge Road and Lyons Plain Road,WESTON,CT7200-00_02,41.2073,-73.3505,7200
15372,Saugatuck River,at Lyons Plain Road at Fire Station,WESTON,CT7200-00_02,41.2199,-73.3499,7200
15373,Saugatuck River,at # 284 Lyons Plain Road,WESTON,CT7200-00_02,41.2225,-73.3496,7200
15374,Saugatuck River,at Valley Forge Road at Reservoir/Dam,WESTON,CT7200-00_02,41.2449,-73.3492,7200
15375,Aspetuck River,Upstream Confluence with Saugatuck River at Lyons Plain Rd,WESTPORT,CT7202-00_01,41.1769,-73.3579,7202
15376,Aspetuck River,at Easton Road and Old Redding Road,WESTON,CT7202-00_01,41.2205,-73.3251,7202
15377,Aspetuck River,at Easton Road and Bridge Road North,WESTON,CT7202-00_01,41.2081,-73.3309,7202
15378,Aspetuck River,at Easton Swimming Area in Toth Park,EASTON,CT7202-00_01,41.2324,-73.323,7202
15379,Aspetuck River,Downstream Aspetuck Reservoir Dam,EASTON,CT7202-00_01,41.2334,-73.3213,7202
15380,Aspetuck River,at Wells Hill Road,EASTON,CT7202-00_01,41.2287,-73.3241,7202
15381,Beaver Brook Lake,at East Bank of Lake,WESTON,NOSEG,41.2191,-73.3717,7200
15382,Sumner Brook tributary to,behind Xavier HS at waterfall,MIDDLETOWN,NOSEG,41.5292,-72.62,4013
15383,Jordan Brook,downstream cross road adjacent to Route 85,WATERFORD,NOSEG,41.38,-72.1558,2201
15384,Podunk River,at Mill on the River Resteraunt,SOUTH WINDSOR,NOSEG,41.8219,-72.5888,4004
15385,Roberts Brook (Mirror Lake outlet),at Nipmunk Trail Crossing,MANSFIELD,CT3207-12_01,41.8189,-72.2269,3207
15386,Roberts Brook (Mirror Lake outlet),at Gurleyville Road most downstream crossing,MANSFIELD,CT3207-12_01,41.815,-72.2319,3207
15387,Roberts Brook (Mirror Lake outlet),at mirror lake outlet footbridge,MANSFIELD,CT3207-12_01,41.8081,-72.2469,3207
15388,Pomperaug River,adjacent Bent-Of-River Audubon Center off Flagg Swamp Road,SOUTHBURY,CT6800-00_01,41.4672,-73.258,6800
15389,Byram River,upstream of Bailiwick Road behind Covenant of Sacred Heart School,GREENWICH,CT7411-00_02,41.0464,-73.6625,7411
15390,Kettle Brook,at Middle School Parking Lot,WINDSOR LOCKS,CT4000-09,41.927186,-72.632846,4000
15391,Ridgefield Brook tributary to (Steep Brook),at Route 35,RIDGEFIELD,CT7300-02_02-INTO,41.2924,-73.4944,7300
15392,Day Brook,at Day Road and Needles eye road intersection,POMFRET,NOSEG,41.8742,-71.9492,3709
15393,Cemetery Brook,DS Taft Pond Road at 4-H Horse camp entrance,POMFRET,NOSEG,41.8818,-72.0283,3710
15394,Natchaug River,at Route 198 entrance to Natchaug SF,EASTFORD,CT3200-00_02,41.8458,-72.0976,3200
15395,Norwalk River,downstream Topstone Road,RIDGEFIELD,CT7300-00_05,41.2988,-73.4559,7300
15396,Silvermine River,DS Silvermine Elementary School,NORWALK,CT7302-00_02,41.1452,-73.4419,7302
15397,Silvermine River,US Silvermine Elementary School,NORWALK,CT7302-00_02,41.1483,-73.443,7302
15398,Silvermine River,US Perry Ave,NORWALK,CT7302-00_02,41.1515,-73.446,7302
15399,Silvermine River,US small farm at confluence with Belden Hill Brook,NORWALK,CT7302-00_02,41.1533,-73.4484,7302
15400,Silvermine River,At NNT confluence,WILTON,CT7302-00_02,41.1567,-73.4498,7302
15401,Silvermine River,DS Borglum Road,WILTON,CT7302-00_02,41.1597,-73.4529,7302
15402,Silvermine River,DS New Canaan Road,WILTON,CT7302-00_02,41.1626,-73.4626,7302
15403,Mattabesset River,at Wethersfield road,BERLIN,CT4600-00_03,41.6421,-72.7205,4600
15404,Spruce Brook,at Middletown Road,BERLIN,CT4600-13_01,41.6158,-72.7338,4600
15405,Spruce Brook,at Spruce Brook Road,BERLIN,CT4600-13_01,41.6012,-72.7372,4600
15406,Little Brook,at mouth near wethersfield road,BERLIN,CT4600-07_01,41.6424,-72.7207,4600
15407,Little Brook,at Demming Road,BERLIN,CT4600-07_01,41.644,-72.719,4600
15408,Little Brook,at Cobey Road,ROCKY HILL,CT4600-07_01,41.6497,-72.714,4600
15409,Little Brook,at Beach Road,ROCKY HILL,CT4600-07_01,41.6524,-72.7092,4600
15410,Little Brook,at Catherine Drive,ROCKY HILL,CT4600-07_01,41.6568,-72.7011,4600
15411,Belcher Brook,at mouth upstream confluence with Mattebassett River upstream Lower Lane,BERLIN,CT4601-00_01,41.6263,-72.7572,4601
15412,Belcher Brook,at Wildermere Dr.,BERLIN,CT4601-00_01,41.6106,-72.7593,4601
15413,Belcher Brook,at meadow lane,BERLIN,CT4601-00_01,41.605,-72.7577,4601
15414,Belcher Brook,at Tollgate Road,BERLIN,CT4601-00_01,41.6,-72.7598,4601
15415,Belcher Brook,at Orchard Road,BERLIN,CT4601-00_01,41.5943,-72.7636,4601
15416,Silgan Plastics,at final effluent,DEEP RIVER,INTO_CT****,41.3907,-72.4392,4018
15417,Knowlton Brook,downstream Upton Road,ASHFORD,CT3205-01_03,41.8601,-72.1973,3205
15418,Plum Gully Brook,between Clark Street and Pumping Station,SOUTH WINDSOR,NOSEG,41.8154,-72.5712,4004
15419,Allegheney Ludlum,at final effluent,WALLINGFORD,CT5200-00_02-INTO,41.4509,-72.8407,5200
15420,Allegheney Ludlum,at final effluent,WALLINGFORD,CT5200-00_02-INTO,41.4504,-72.8411,5200
15421,Allegheney Ludlum,at final effluent,WALLINGFORD,CT5200-00_02-INTO,41.4526,-72.8385,5200
15422,Allegheney Ludlum,at final effluent,WALLINGFORD,CT5200-00_02-INTO,41.4496,-72.8397,5200
15423,Allegheney Ludlum,at final effluent,WALLINGFORD,CT5200-00_02-INTO,41.4497,-72.8392,5200
15424,Poquonock WPCF,at effluent prior to chlorination,WINDSOR,NEVER,41.8908,-72.6695,4300
15425,Poquonock WPCF,at final effluent discharge,WINDSOR,CT4300-00_01-INTO,41.8897,-72.6673,4300
15426,Bladens River (Bladdens River),riffle upstream Sanford Road,WOODBRIDGE,CT6919-00_02,41.3872,-73.0191,6919
15427,Natchaug River,low gradient upstream North Bear Hill Road,CHAPLIN,CT3200-00_02,41.8012,-72.1178,3200
15428,Kaman Aerospace,at final effluent,PLAINFIELD,INTO_CT****,41.7088,-71.8837,3500
15429,Cytec,at final effluent,WALLINGFORD,INTO_CT****,41.4346,-72.8477,5200
15430,Cytec,at end of culvert for abandoned DSN 002,WALLINGFORD,INTO_CT****,41.4355,-72.8474,5200
15431,Norwalk River,downstream Cooper Pond Brook at lower Branchville RR crossing,RIDGEFIELD,CT7300-00_04,41.2671,-73.4414,7300
15432,Sasco Brook,westside Merwins Lane Bridge West Branch,FAIRFIELD,CT7109-00_02,41.179,-73.3123,7109
15433,Unnamed Waterbody (Sasco Brook Unnamed upstream pond),in pond on northside fogg wood road,FAIRFIELD,NOSEG,41.2103,-73.3217,7109
15434,Sasco Brook tributary to,east side Redding Road 100 feet North of North Street,FAIRFIELD,NOSEG,41.2083,-73.3178,7109
15435,Sasco Brook tributary to,North side North Street Bridge 200 feet west of Redding Road,FAIRFIELD,NOSEG,41.2075,-73.3185,7109
15436,Sasco Brook tributary to,East side Redding Road 1/4 mile south of North Street Intersection,FAIRFIELD,NOSEG,41.205,-73.3156,7109
15437,Sasco Brook tributary to,North side Catamount Road 1/2 mile east of Merwins lane,FAIRFIELD,NOSEG,41.1976,-73.3195,7109
15438,Sasco Brook tributary to,North Side Catamount Road- 100 yards west of Merwins lane,FAIRFIELD,NOSEG,41.1939,-73.3236,7109
15439,Sasco Brook tributary to,North side Brett Road Culvert-1/2 mile east of Redding Road,FAIRFIELD,NOSEG,41.1969,-73.3065,7109
15440,Sasco Brook,East side Congress Street at Timoth Dwight School,FAIRFIELD,CT7109-00_02,41.1924,-73.3023,7109
15441,Sasco Brook tributary to,South side private bridge off Merwins lane,FAIRFIELD,NOSEG,41.1866,-73.3182,7109
15442,Sasco Brook tributary to,North side Cross Highway bridge,FAIRFIELD,NOSEG,41.1855,-73.3105,7109
15443,Sasco Brook tributary to,50 meters Downstream Merritt Parkway,FAIRFIELD,NOSEG,41.1806,-73.3122,7109
15444,Sasco brook,West side Redding Road 1/4 mile south of Rte 15,FAIRFIELD,CT7109-00_02,41.1821,-73.3049,7109
15445,Great Brook,South side Beechwood lane,FAIRFIELD,CT7109-06_02,41.1804,-73.3008,7109
15446,Great Brook,North side Merwins lane at Fair Oak Drive intersection,FAIRFIELD,CT7109-06_02,41.1697,-73.3014,7109
15447,Sasco Brook,South side Ingleside Road 200 yards east of Sturges HW,FAIRFIELD,CT7109-00_02,41.1621,-73.3121,7109
15448,Sasco Brook tributary to,North side Sturges Common Road west of Sturges HW,WESTPORT,NOSEG,41.1555,-73.3112,7109
15449,Sasco Brook tributary to,North side Bulkley Ave. Adj to Fairfield Co. Hunt Club,WESTPORT,CT7109-00-trib_01,41.1479,-73.3073,7109
15450,Sasco Brook tributary to,at footbridge in Fairfield Town Park off Hulls Highway,FAIRFIELD,NOSEG,41.1413,-73.2985,7109
15451,Sasco Brook,100 meters downstream Route 1,WESTPORT,UNKNOWN,41.1379,-73.2976,7109
15452,Sasco Brook,at discharge point for storm drains,WESTPORT,UNKNOWN,41.1373,-73.2972,7109
15453,Stop and Shop storm drain,at outlet storm drain network at stop and shop plaza,WESTPORT,CT7108-E_03-INTO,41.1371,-73.3002,7109
15454,Sasco Brook,south side post road bridge,WESTPORT,CT7108-E_03,41.1382,-73.2978,7109
15455,Route 1 storm drain,at outlet 20 feet south rte 1 bridge on west bank,WESTPORT,CT7108-E_03-INTO,41.138,-73.2978,7109
15456,Woodhill/Green Farms Storm Drain,at outlet strom drain network behind toys r us,WESTPORT,CT7108-E_03-INTO,41.1371,-73.2974,7109
15457,Sasco Brook,south side Green Farms Road-200 yards south of rte 1.,WESTPORT,CT7108-E_03,41.1371,-73.2969,7109
15458,Green Farms Storm Drain,in Green Farms strom drain network 200 ft US site 6D,WESTPORT,INTO_CT****,41.1358,-73.2974,7109
15459,Green Farms Storm Drain,in Green Farms strom drain network 300 ft US site 6D,WESTPORT,INTO_CT****,41.1367,-73.2988,7109
15460,Sasco Brook tributary to,North side Daybreak Lane,FAIRFIELD,NOSEG,41.1432,-73.2959,7109
15461,Sasco Brook tributary to,East side Flintlock Lane,FAIRFIELD,NOSEG,41.146,-73.2936,7109
15462,Sasco Brook tributary to,100 feet north Flintlock Lane,FAIRFIELD,NOSEG,41.1468,-73.2938,7109
15463,Sasco Brook tributary to,100 feet north Flintlock Lane,FAIRFIELD,NOSEG,41.1468,-73.2931,7109
15464,Sasco Brook tributary to,South side Fallow Field Road,FAIRFIELD,NOSEG,41.2035,-73.3181,7109
15465,Great Brook tributary to,West side Redding Road just north of Dunham Rd intersection,FAIRFIELD,CT7109-06_02,41.1801,-73.3032,7109
15466,Great Brook tributary to,Southside Horse Pasture on Beechwood lane,FAIRFIELD,CT7109-06_02,41.1804,-73.3012,7109
15467,Sasco Brook tributary to,North side Concrete pipe on Melin Drive,FAIRFIELD,CT7109-06_02,41.1815,-73.3024,7109
15468,Hulls Farm Road Storm Drain,Southwest side Hulls Farm Road,FAIRFIELD,INTO_CT****,41.1529,-73.3059,7109
15469,No name pond,50 yards west Redding Road in pond,FAIRFIELD,NOSEG,41.211,-73.3194,7109
15470,Drainage Ditch to Sasco Brook,at confluence small drainage creek/sasco brook below Westway Rd,FAIRFIELD,CT7108-E_03-INTO,41.1338,-73.2948,7109
15471,Sasco Brook,at mouth mouth at Pequot ave,WESTPORT,CT7108-E_03,41.1249,-73.299,7109
15472,Sasco Brook Beach,at beach adjacent to Pequot Ave,FAIRFIELD,CT7108-E_04,41.1263,-73.2955,7109
15473,Drainage Ditch to Sasco Brook,DS Center Street,FAIRFIELD,CT7108-E_03-INTO,41.1369,-73.2919,7109
15474,Burr Brook,at Totoket Road,NORTH BRANFORD,CT5112-10_01,41.3241,-72.8141,5112
15475,No name pond,at Harwinton Ave,PLYMOUTH,NOSEG,41.6859,-73.0375,4315
15476,Lake Winfield outlet,at Outlet of Pond at dam,PLYMOUTH,NOSEG,41.6821,-73.0263,4315
15477,Silvo's Pond,at Pond upstream of Seymour Road,PLYMOUTH,NOSEG,41.6826,-73.0342,4315
15478,Lake Winfield inlet,at Inlet to Lake Winfield DS Seymour Road,PLYMOUTH,NOSEG,41.6823,-73.0323,4315
15479,Quinnipiac River,downstream West Center Street,SOUTHINGTON,CT5200-00_05,41.5996,-72.8854,5200
15480,Naugatuck River,between falls and Campville Road,HARWINTON,CT6900-00_06,41.7347,-73.1051,6900
15481,Gulf Stream,upstream South Main Street,TORRINGTON,NOSEG,41.7908,-73.1196,6900
15482,King Industries,at Basin outlet,NORWALK,INTO_CT****,41.1081,-73.4115,7300
15483,Meriden Landfill,at final effluent,MERIDEN,CT5200-00_02-INTO,41.5026,-72.8232,5200
15484,Misery Brook,mouth at Route 322,SOUTHINGTON,CT5203-00_01,41.5633,-72.8768,5203
15485,Sodom Brook,upstream Coe Ave,MERIDEN,CT5205-00_01,41.5339,-72.8247,5205
15486,Quinnipiac River,at Route 322,SOUTHINGTON,CT5200-00_04,41.5627,-72.8799,5200
15487,Quinnipiac River,at Quinnipiac Street,WALLINGFORD,CT5200-00_02,41.4584,-72.8356,5200
15488,Quinnipiac River,upstream Broadway access off Route 5,NORTH HAVEN,CT5200-00_01,41.3903,-72.8715,5200
15489,Quinnipiac River,downstream Cheshire Street Bridge,CHESHIRE,CT5200-00_04,41.5289,-72.8631,5200
15490,Quinnipiac River,upstream Shuttle Meadow Road,PLAINVILLE,CT5200-00_06,41.6549,-72.8652,5200
15491,Quinnipiac River,downstream Crooked Street behind Ramada Inn,PLAINVILLE,CT5200-00_07,41.6709,-72.8368,5200
15492,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2477,-73.0946,6000
15493,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2481,-73.0946,6000
15494,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2512,-73.0936,6000
15495,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2536,-73.0943,6000
15496,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2548,-73.0954,6000
15497,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2549,-73.0959,6000
15498,Sikorsky,at discharge location,STRATFORD,INTO_CT****,41.2545,-73.0969,6000
15499,West Branch Salmon Brook,at Simsbury Road,GRANBY,CT4319-00_01b,41.94096,-72.834302,4319
15500,Farm River,Close to school at an overpass,NORTH BRANFORD,CT5112-00_02,41.3331,-72.8153,5112
15501,Cedar Pond Brook,DS Beaver Brook Road near #134,LYME,CT4803-01_01,41.4119,-72.3128,4803
15502,Bruce Brook (Stony Brook),at end of Barnum Terrace Extenstion,STRATFORD,NOSEG,41.2022,-73.1483,7102
15503,Skyline Quarry,at pool before spillway,STAFFORD,INTO_CT****,41.9477,-72.3588,3101
15504,Bradway Pond,at northwest corner (outlet),STAFFORD,NOSEG,41.9522,-72.3514,3101
15505,Sages Ravine Brook,downstream Route 41,SALISBURY,CT6001-00_01,42.0497,-73.4245,6001
15506,Hatch Brook,at Route 7,SHARON,CT6000-12_01,41.8334,-73.3834,6000
15507,Guinea Brook,at mouth above and below River Road,SHARON,CT6011-00_01,41.8144,-73.3769,6011
15508,Bradford Brook,at mouth downstream Route 43,CORNWALL,CT6200-01_01,41.8962,-73.2838,6200
15509,Gunn Brook,upstream Mouth,CORNWALL,CT6000-14_01,41.806,-73.3903,6000
15510,Cobble Brook,upstream Mouth,KENT,CT6013-00_01,41.7454,-73.4542,6013
15511,Bantam River,upstream old bridge on White Memorial Property,LITCHFIELD,CT6705-00_04,41.7417,-73.1823,6705
15512,Mountain Brook,downstream Route 189,GRANBY,CT4320-08_01,41.9945,-72.8282,4320
15513,Yantic River,upstream Fitchville Road adjacent to Bozrah Cemetary,BOZRAH,CT3900-00_02,41.5702,-72.1759,3900
15514,Blackledge River,between Hartford Road and Lyman Brook,MARLBOROUGH,CT4707-00_01,41.6069,-72.4261,4707
15515,Beaver Brook,upstream Route 318,BARKHAMSTED,CT4308-15_01,41.9151,-72.9736,4308
15516,Valley Brook,dowstream Route 20 on MDC property,HARTLAND,CT4306-00_01,42.0315,-72.9318,4306
15517,Pomperaug River,upstream Route 67 in fish and game club O&G quarry propert,SOUTHBURY,CT6800-00_04,41.5063,-73.2133,6800
15518,Shepaug River tributary to,from mouth to walker road,ROXBURY,CT6700-23_01,41.5903,-73.3447,6700
15519,Bee Brook,from mouth to footbridge (Hidden Valley Preserve),WASHINGTON,CT6700-11_01,41.6571,-73.3181,6700
